Transaction_ID,Transaction_Date,Transaction_Time,Customer_ID,Customer_Name,Customer_Email,Customer_Age_Group,Customer_Gender,Customer_Type,Lifetime_Orders,Shipping_State,Shipping_State_Name,Shipping_City,Shipping_Zip,Product_SKU,Product_Name,Product_Category,Product_Brand,Product_Rating,Product_Reviews,Quantity,Original_Price,Discount_Percent,Unit_Price,Subtotal,Tax_Rate_Percent,Tax_Amount,Shipping_Cost,Total_Amount,Cost_Per_Unit,Total_Cost,Gross_Profit,Profit_Margin_Percent,Payment_Method,Payment_Status,Order_Status,Shipping_Method,Shipping_Carrier,Delivery_Days_Estimated,Delivery_Days_Actual,On_Time_Delivery,Device_Type,Browser,Operating_System,Traffic_Source,Campaign_Name,Coupon_Code,Is_Gift,Warehouse_Location,Return_Requested,Return_Reason,Customer_Rating,Review_Submitted,NPS_Score,Session_Duration_Seconds,Pages_Viewed,Cart_Abandonment_Count,Days_Since_Last_Purchase,Fiscal_Quarter,Fiscal_Year,Day_Of_Week,Is_Weekend,Hour_Of_Day
TXN-1000165,2023-10-06,23:14:34,C181550,Carol Gonzalez,carol.gonzalez17@icloud.com,25-34,Other,New,27,TN,Tennessee,Charlotte,89263,SKU44668,Adidas Ultraboost 23,Fashion,Adidas,3.8,1511,3,190.0,0,190.0,570.0,8.85,50.44,0.0,620.44,105.32,315.96,304.48,49.07,Google Pay,Refunded,Returned,2-Day Shipping,Amazon Logistics,2,9,True,Desktop,Firefox,iOS,Referral,,,False,East Coast DC,False,,1.0,False,3.0,1135,4,3,26,Q4,2023,Friday,False,10
TXN-1000166,2023-10-20,13:36:40,C555044,Christine Chavez,christinec79@gmail.com,55-64,Other,Returning,46,MD,Maryland,San Antonio,56646,SKU25371,Nike Air Max 90,Fashion,Nike,4.1,678,2,130.0,0,130.0,260.0,5.27,13.69,0.0,273.69,86.8,173.6,100.09,36.57,Klarna,Completed,Returned,Standard Shipping,USPS,4,6,True,Desktop,Safari,Windows,Email,Bundle & Save,,False,West Coast DC,False,Not as Expected,2.0,True,,844,15,1,42,Q4,2023,Friday,False,9
TXN-1000167,2023-11-17,16:29:12,C708018,Nicole Taylor,nicoletaylor83@protonmail.com,45-54,Other,Returning,36,NY,New York,Boston,24866,SKU37910,Apple Mac Studio,Computers,Apple,3.9,2467,2,1999.0,20,1599.2,3198.4,5.17,165.21,0.0,3363.61,1060.53,2121.06,1242.55,36.94,Apple Pay,Completed,Shipped,Next Day,USPS,2,5,True,Tablet,Chrome,macOS,Referral,Refer a Friend Bonus,SAVE20,False,Southern DC,False,,3.0,True,,1075,9,0,141,Q4,2023,Friday,False,7
TXN-1000168,2023-03-28,18:22:48,C150200,Jack Brooks,jack.brooks36@outlook.com,55-64,Male,VIP,19,WA,Washington,Miami,32150,SKU16927,HP Spectre x360 16,Computers,HP,4.9,3907,3,1649.0,0,1649.0,4947.0,7.17,354.53,0.0,5301.53,1044.92,3134.76,2166.77,40.87,Apple Pay,Pending,Cancelled,Standard Shipping,UPS,4,7,False,Mobile,Edge,Android,Paid Search,,,False,Central DC,False,,,False,10.0,1181,14,2,121,Q1,2023,Tuesday,False,23
TXN-1000169,2023-07-29,12:05:50,C398642,Ashley White,ashleyw18@yahoo.com,35-44,Other,Returning,17,VA,Virginia,Denver,21485,SKU25081,HP Spectre x360 16,Computers,HP,4.0,1313,2,1649.0,0,1649.0,3298.0,7.6,250.65,0.0,3548.65,966.29,1932.58,1616.07,45.54,Apple Pay,Pending,Returned,Express Shipping,USPS,4,5,True,Desktop,Chrome,Android,Social Media,,,False,East Coast DC,False,,2.0,False,5.0,76,16,3,18,Q3,2023,Saturday,True,18
TXN-1000170,2023-08-03,15:29:31,C712710,Shirley James,shirleyjames12@yahoo.com,18-24,Other,Returning,32,OH,Ohio,Atlanta,99174,SKU24448,Garmin Fenix 7,Sports & Outdoors,Garmin,3.9,1811,1,699.99,10,629.99,629.99,5.94,37.42,0.0,667.41,432.16,432.16,235.25,35.25,Klarna,Pending,Returned,Standard Shipping,DHL,7,4,False,Tablet,Firefox,macOS,Paid Search,,SAVE10,True,Southern DC,False,,1.0,True,2.0,522,15,3,75,Q3,2023,Thursday,False,8
TXN-1000171,2023-01-19,17:51:54,C863961,Barbara Kelly,barbara_kelly23@protonmail.com,65+,Male,New,9,WA,Washington,Dallas,26217,SKU46513,Levi's 501 Original Jeans,Fashion,Levi's,4.1,4557,3,69.5,0,69.5,208.5,7.17,14.94,0.0,223.44,40.29,120.87,102.57,45.9,American Express,Completed,Delivered,Express Shipping,Amazon Logistics,3,5,True,Desktop,Safari,Windows,Social Media,Spring Collection Launch,,False,West Coast DC,False,,,False,,841,14,3,138,Q1,2023,Thursday,False,17
TXN-1000172,2023-06-30,21:26:35,C144602,Gary Roberts,garyroberts12@icloud.com,18-24,Male,VIP,15,MI,Michigan,New York,51818,SKU94549,YETI Tundra 45 Cooler,Sports & Outdoors,YETI,4.9,1264,2,325.0,0,325.0,650.0,6.15,39.97,0.0,689.97,173.05,346.1,343.87,49.84,Klarna,Completed,Cancelled,Next Day,UPS,2,8,True,Mobile,Edge,macOS,Organic Search,Refer a Friend Bonus,,False,Central DC,True,,,False,,669,6,3,84,Q2,2023,Friday,False,22
TXN-1000173,2023-11-11,10:17:06,C522013,Debra Bennett,debrab85@yahoo.com,25-34,Male,VIP,19,MD,Maryland,Phoenix,94615,SKU62734,Nintendo Switch OLED,Electronics,Nintendo,4.6,529,1,349.0,10,314.1,314.1,6.46,20.29,0.0,334.39,223.15,223.15,111.24,33.27,Klarna,Refunded,Delivered,2-Day Shipping,DHL,5,5,True,Tablet,Firefox,Windows,Direct,,SAVE10,False,Southern DC,False,,,True,,192,13,3,19,Q4,2023,Saturday,True,23
TXN-1000174,2023-12-28,14:24:02,C127306,Laura Cooper,laura.cooper66@yahoo.com,25-34,Male,New,39,VA,Virginia,Las Vegas,99450,SKU48276,Adidas Ultraboost 23,Fashion,Adidas,4.8,1394,2,190.0,0,190.0,380.0,8.81,33.46,0.0,413.46,127.76,255.52,157.94,38.2,Visa,Completed,Delivered,Standard Shipping,DHL,5,4,True,Mobile,Chrome,iOS,Social Media,Refer a Friend Bonus,,False,Central DC,False,Wrong Size,4.0,True,6.0,773,20,1,79,Q4,2023,Thursday,False,9
TXN-1000175,2023-12-30,12:27:25,C710996,Carol Myers,carol_myers10@yahoo.com,45-54,Male,VIP,17,MD,Maryland,Denver,67543,SKU19284,Apple AirPods Pro 2,Electronics,Apple,4.2,935,1,249.0,10,224.1,224.1,7.28,16.32,0.0,240.42,167.53,167.53,72.89,30.32,Visa,Pending,Cancelled,2-Day Shipping,FedEx,5,7,True,Tablet,Edge,iOS,Direct,,SAVE10,False,Southern DC,True,,5.0,True,,187,17,2,52,Q4,2023,Saturday,True,18
TXN-1000176,2023-01-11,12:41:26,C733630,Betty Williams,bettywilliams56@yahoo.com,45-54,Male,New,3,MI,Michigan,Los Angeles,72115,SKU52861,The North Face Puffer,Fashion,The,4.1,4778,1,229.0,10,206.1,206.1,5.86,12.07,0.0,218.17,128.29,128.29,89.88,41.2,PayPal,Completed,Delivered,Express Shipping,DHL,4,9,True,Tablet,Firefox,Android,Organic Search,,SAVE10,True,East Coast DC,True,,,True,,239,7,0,160,Q1,2023,Wednesday,False,23
TXN-1000177,2023-02-22,10:50:05,C725097,Stephen Ross,stephen_ross2@icloud.com,65+,Female,Returning,18,IN,Indiana,Seattle,30454,SKU29453,"iPad Pro 12.9""",Electronics,iPad,4.1,858,2,1099.0,0,1099.0,2198.0,9.52,209.29,0.0,2407.29,558.05,1116.1,1291.19,53.64,PayPal,Pending,Delivered,Express Shipping,DHL,2,6,True,Tablet,Firefox,Android,Organic Search,,,False,West Coast DC,False,,2.0,True,2.0,530,14,3,79,Q1,2023,Wednesday,False,13
TXN-1000178,2023-08-11,22:52:34,C878720,Nicole Flores,nicole.flores47@outlook.com,18-24,Other,New,42,TN,Tennessee,Phoenix,28628,SKU25032,Sony PlayStation 5,Electronics,Sony,3.9,1941,1,499.0,10,449.1,449.1,5.48,24.63,0.0,473.73,320.63,320.63,153.1,32.32,Google Pay,Refunded,Processing,Standard Shipping,FedEx,4,2,True,Tablet,Chrome,Windows,Organic Search,,SAVE10,False,East Coast DC,False,Defective,5.0,False,,167,4,0,98,Q3,2023,Friday,False,20
TXN-1000179,2023-02-19,20:30:02,C595468,Amanda Foster,amandaf61@icloud.com,18-24,Male,New,6,MO,Missouri,New York,84118,SKU88883,Nest Learning Thermostat,Home & Kitchen,Nest,4.5,2675,2,249.0,0,249.0,498.0,5.78,28.78,0.0,526.78,127.16,254.32,272.46,51.72,PayPal,Completed,Cancelled,Express Shipping,Amazon Logistics,4,4,True,Desktop,Edge,iOS,Email,Summer Sale 2024,,False,Southern DC,False,,,True,,1020,3,2,32,Q1,2023,Sunday,True,9
TXN-1000180,2023-06-08,22:31:42,C479590,Brenda Mitchell,brenda.mitchell76@icloud.com,65+,Female,VIP,43,MI,Michigan,San Antonio,45992,SKU32183,iRobot Roomba j9+,Home & Kitchen,iRobot,3.9,856,3,899.0,0,899.0,2697.0,9.71,261.84,0.0,2958.84,503.41,1510.23,1448.61,48.96,Mastercard,Completed,Delivered,2-Day Shipping,Amazon Logistics,3,8,False,Mobile,Chrome,macOS,Direct,,,False,Southern DC,False,,4.0,True,7.0,154,19,1,163,Q2,2023,Thursday,False,12
TXN-1000181,2023-11-12,14:00:50,C114207,Nicholas Peterson,nicholaspeterson24@outlook.com,25-34,Male,VIP,45,OH,Ohio,San Jose,27130,SKU45061,Ray-Ban Aviator Classic,Fashion,Ray-Ban,3.6,2982,3,163.0,0,163.0,489.0,8.57,41.9,0.0,530.9,88.97,266.91,263.99,49.72,Apple Pay,Refunded,Returned,Free Shipping,USPS,2,5,False,Tablet,Chrome,Windows,Social Media,Tech Week Promotion,,True,West Coast DC,False,,2.0,True,,640,18,1,76,Q4,2023,Sunday,True,22
TXN-1000182,2023-12-07,13:18:22,C520399,Justin White,justinwhite26@gmail.com,45-54,Male,Returning,7,GA,Georgia,Fort Worth,16942,SKU33080,Theragun Pro,Sports & Outdoors,Theragun,4.3,3091,2,599.0,10,539.1,1078.2,7.57,81.61,0.0,1159.81,408.07,816.14,343.67,29.63,Google Pay,Refunded,Shipped,Next Day,DHL,6,2,True,Mobile,Mobile App,Android,Email,Loyalty Rewards Event,SAVE10,False,Southern DC,False,,2.0,False,,1038,11,3,50,Q4,2023,Thursday,False,9
TXN-1000183,2023-04-15,11:52:24,C290289,Susan Martinez,susanm92@yahoo.com,55-64,Male,VIP,43,MI,Michigan,Charlotte,24534,SKU87617,Razer Blade 15,Computers,Razer,3.6,4152,1,2499.0,0,2499.0,2499.0,9.07,226.66,0.0,2725.66,1666.84,1666.84,1058.82,38.85,Mastercard,Refunded,Returned,Free Shipping,FedEx,3,5,True,Tablet,Edge,Windows,Direct,,,False,West Coast DC,False,Changed Mind,2.0,False,10.0,409,14,2,43,Q2,2023,Saturday,True,8
TXN-1000184,2023-11-23,06:56:16,C314175,Sharon Lopez,sharonlopez99@yahoo.com,35-44,Female,VIP,2,LA,Louisiana,San Jose,17162,SKU82357,"MacBook Pro 14"" M3 Pro",Computers,MacBook,4.7,1064,1,1999.0,5,1899.05,1899.05,6.87,130.41,0.0,2029.46,1205.34,1205.34,824.12,40.61,Mastercard,Pending,Shipped,2-Day Shipping,Amazon Logistics,7,2,True,Mobile,Firefox,Windows,Social Media,Spring Collection Launch,SAVE5,False,West Coast DC,False,,1.0,True,,470,18,1,114,Q4,2023,Thursday,False,21
TXN-1000185,2023-06-16,12:05:35,C322647,Rachel Peterson,rachel.peterson12@gmail.com,45-54,Other,VIP,10,AL,Alabama,Boston,41159,SKU83624,Osprey Atmos AG 65,Sports & Outdoors,Osprey,3.6,199,1,320.0,20,256.0,256.0,7.86,20.13,0.0,276.13,172.74,172.74,103.39,37.44,Klarna,Completed,Processing,Free Shipping,FedEx,4,7,True,Mobile,Firefox,iOS,Social Media,Customer Appreciation Day,SAVE20,False,Central DC,True,,,True,0.0,578,6,0,128,Q2,2023,Friday,False,12
TXN-1000186,2023-05-18,22:56:20,C234347,Pamela Peterson,ppeterson65@hotmail.com,45-54,Male,VIP,9,FL,Florida,Denver,62644,SKU85562,Tumi Alpha Backpack,Fashion,Tumi,3.6,1274,3,495.0,0,495.0,1485.0,9.61,142.76,0.0,1627.76,253.44,760.32,867.44,53.29,Apple Pay,Refunded,Processing,Express Shipping,UPS,4,3,True,Desktop,Edge,iOS,Organic Search,,,False,West Coast DC,True,,,False,5.0,497,9,2,157,Q2,2023,Thursday,False,18
TXN-1000187,2023-11-03,19:16:51,C231806,Steven Moore,smoore77@gmail.com,35-44,Female,VIP,42,TN,Tennessee,Columbus,82453,SKU98799,Acer Swift Go 14,Computers,Acer,4.9,1268,3,849.0,0,849.0,2547.0,6.72,171.05,0.0,2718.05,479.65,1438.95,1279.1,47.06,PayPal,Completed,Delivered,Express Shipping,USPS,4,8,True,Mobile,Safari,iOS,Paid Search,Loyalty Rewards Event,,False,West Coast DC,False,,4.0,False,0.0,227,14,3,40,Q4,2023,Friday,False,7
TXN-1000188,2023-10-17,12:19:12,C918713,Nancy Lewis,nlewis69@outlook.com,35-44,Male,VIP,33,CO,Colorado,Boston,90014,SKU32552,Instant Pot Pro Plus,Home & Kitchen,Instant,4.7,1553,2,169.99,0,169.99,339.98,9.44,32.1,0.0,372.08,87.34,174.68,197.4,53.05,Mastercard,Refunded,Returned,2-Day Shipping,USPS,6,9,True,Desktop,Chrome,Android,Social Media,,,False,Central DC,False,,3.0,True,6.0,819,10,3,3,Q4,2023,Tuesday,False,10
TXN-1000189,2023-10-30,23:09:34,C209839,Samantha Chavez,schavez83@yahoo.com,65+,Other,VIP,45,NC,North Carolina,Phoenix,31759,SKU40416,Apple Watch Band Sport,Fashion,Apple,3.9,3393,2,49.0,5,46.55,93.1,8.17,7.61,0.0,100.71,30.72,61.44,39.27,38.99,Apple Pay,Completed,Delivered,Next Day,USPS,4,9,True,Mobile,Safari,Windows,Organic Search,,SAVE5,False,Southern DC,False,,,True,3.0,1114,16,1,92,Q4,2023,Monday,False,11
TXN-1000190,2023-07-13,09:49:56,C689475,Donald Morris,dmorris56@yahoo.com,35-44,Female,New,25,WA,Washington,Columbus,47325,SKU33628,"MacBook Air 15"" M3",Computers,MacBook,3.9,4160,3,1299.0,10,1169.1,3507.3,6.31,221.45,0.0,3728.75,745.28,2235.84,1492.91,40.04,Klarna,Completed,Cancelled,Next Day,Amazon Logistics,3,6,True,Desktop,Chrome,macOS,Organic Search,,SAVE10,False,Southern DC,False,,,True,,707,3,3,40,Q3,2023,Thursday,False,22
TXN-1000191,2023-04-17,06:25:48,C726645,Patricia Rogers,patricia_rogers35@icloud.com,18-24,Male,New,42,CO,Colorado,San Diego,66676,SKU95653,Microsoft Surface Pro 9,Electronics,Microsoft,4.8,1182,3,999.0,5,949.05,2847.15,5.98,170.23,0.0,3017.38,519.98,1559.94,1457.44,48.3,Mastercard,Completed,Shipped,Express Shipping,USPS,7,10,True,Tablet,Safari,macOS,Referral,,SAVE5,False,Central DC,True,,,True,,858,20,1,63,Q2,2023,Monday,False,19
TXN-1000192,2023-04-30,11:42:17,C934631,Carolyn Robinson,carolynr88@icloud.com,55-64,Other,New,3,TX,Texas,Portland,17594,SKU11950,Microsoft Surface Pro 9,Electronics,Microsoft,4.0,4382,3,999.0,10,899.1,2697.3,6.85,184.82,0.0,2882.12,692.04,2076.12,806.0,27.97,Google Pay,Completed,Delivered,Standard Shipping,Amazon Logistics,6,10,True,Mobile,Edge,iOS,Referral,Refer a Friend Bonus,SAVE10,True,Southern DC,False,,4.0,True,,554,20,3,157,Q2,2023,Sunday,True,18
TXN-1000193,2023-06-10,21:54:08,C181170,Alexander Mitchell,alexander_mitchell18@gmail.com,18-24,Other,VIP,4,TX,Texas,Nashville,31121,SKU55930,Nike Air Max 90,Fashion,Nike,4.6,559,2,130.0,0,130.0,260.0,8.09,21.03,0.0,281.03,90.13,180.26,100.77,35.86,Klarna,Completed,Cancelled,Express Shipping,USPS,7,6,True,Mobile,Edge,Windows,Referral,First Purchase Discount,,False,East Coast DC,False,,,True,6.0,890,12,3,13,Q2,2023,Saturday,True,17
TXN-1000194,2023-09-22,07:55:39,C834714,Jacob Cruz,jcruz51@icloud.com,35-44,Female,VIP,29,NC,North Carolina,Houston,36473,SKU23256,ASUS ROG Zephyrus G14,Computers,ASUS,3.7,4713,3,1599.0,15,1359.15,4077.45,5.54,225.95,0.0,4303.4,879.75,2639.25,1664.15,38.67,Mastercard,Completed,Cancelled,2-Day Shipping,FedEx,4,5,True,Mobile,Safari,Windows,Email,Loyalty Rewards Event,SAVE15,False,Central DC,False,Not as Expected,,True,,803,12,1,92,Q3,2023,Friday,False,22
TXN-1000195,2023-12-07,10:11:13,C614061,Maria Ward,mariaw41@icloud.com,18-24,Other,New,6,MO,Missouri,Atlanta,23994,SKU92476,HP Spectre x360 16,Computers,HP,4.3,3831,1,1649.0,5,1566.55,1566.55,5.85,91.63,0.0,1658.18,878.75,878.75,779.43,47.01,Visa,Completed,Processing,2-Day Shipping,DHL,5,5,True,Mobile,Firefox,Android,Email,First Purchase Discount,SAVE5,False,Central DC,True,,4.0,False,8.0,450,11,1,167,Q4,2023,Thursday,False,6
TXN-1000196,2023-02-13,12:11:57,C186699,Emily Wilson,emily_wilson12@gmail.com,45-54,Other,Returning,11,LA,Louisiana,Atlanta,21487,SKU20416,"MacBook Air 15"" M3",Computers,MacBook,4.2,1883,2,1299.0,0,1299.0,2598.0,9.63,250.22,0.0,2848.22,651.95,1303.9,1544.32,54.22,Google Pay,Refunded,Returned,Free Shipping,UPS,6,5,True,Mobile,Safari,Android,Organic Search,,,False,Southern DC,False,Changed Mind,4.0,False,9.0,318,14,3,157,Q1,2023,Monday,False,9
TXN-1000197,2023-12-10,09:27:24,C360857,Eric Carter,eric.carter35@gmail.com,55-64,Female,New,22,TX,Texas,Portland,82623,SKU28605,YETI Tundra 45 Cooler,Sports & Outdoors,YETI,3.9,79,3,325.0,15,276.25,828.75,9.6,79.57,0.0,908.32,165.62,496.86,411.46,45.3,Visa,Completed,Processing,Free Shipping,USPS,4,5,True,Tablet,Edge,macOS,Direct,,SAVE15,False,West Coast DC,False,,,False,,1069,9,3,50,Q4,2023,Sunday,True,13
TXN-1000198,2023-12-27,06:45:55,C827517,Susan Williams,susanw79@hotmail.com,45-54,Male,Returning,37,SC,South Carolina,Dallas,22307,SKU36639,Oakley Holbrook,Fashion,Oakley,4.5,3526,3,177.0,15,150.45,451.35,8.92,40.24,0.0,491.59,110.18,330.54,161.05,32.76,Apple Pay,Refunded,Delivered,Express Shipping,UPS,2,6,True,Desktop,Safari,Windows,Referral,Loyalty Rewards Event,SAVE15,False,East Coast DC,True,,4.0,True,,655,6,0,83,Q4,2023,Wednesday,False,10
TXN-1000199,2023-05-21,22:24:19,C495114,Joshua Martin,joshuam47@outlook.com,45-54,Male,VIP,39,SC,South Carolina,Phoenix,83825,SKU86414,Microsoft Surface Laptop 5,Computers,Microsoft,4.1,1841,3,999.0,0,999.0,2997.0,9.54,286.04,0.0,3283.04,657.45,1972.35,1310.69,39.92,American Express,Completed,Processing,Standard Shipping,UPS,7,6,True,Mobile,Safari,macOS,Paid Search,Back to School,,False,Southern DC,False,,4.0,False,,1159,16,1,2,Q2,2023,Sunday,True,21
TXN-1000200,2023-12-14,19:57:43,C467420,Ronald Ruiz,ronald_ruiz32@icloud.com,35-44,Other,VIP,46,NJ,New Jersey,Portland,48282,SKU76011,Nest Learning Thermostat,Home & Kitchen,Nest,3.9,3413,2,249.0,5,236.55,473.1,8.74,41.35,0.0,514.45,167.94,335.88,178.57,34.71,Apple Pay,Refunded,Cancelled,2-Day Shipping,DHL,3,9,True,Mobile,Edge,Windows,Organic Search,Summer Sale 2024,SAVE5,False,Central DC,False,,,False,,102,12,2,162,Q4,2023,Thursday,False,9
TXN-1000201,2023-08-20,23:29:22,C184103,Helen Chavez,helenchavez78@protonmail.com,25-34,Female,VIP,45,OH,Ohio,Miami,57647,SKU84399,iRobot Roomba j9+,Home & Kitchen,iRobot,4.8,2994,3,899.0,0,899.0,2697.0,8.47,228.35,0.0,2925.35,464.55,1393.65,1531.7,52.36,Visa,Completed,Shipped,Next Day,UPS,6,8,False,Tablet,Firefox,macOS,Email,Anniversary Sale,,True,Southern DC,False,,2.0,True,10.0,888,8,2,131,Q3,2023,Sunday,True,9
TXN-1000202,2023-10-30,10:46:51,C985876,Margaret Young,margaret.young79@icloud.com,45-54,Male,Returning,40,FL,Florida,Fort Worth,39281,SKU50579,Coach Leather Tote,Fashion,Coach,4.3,3328,1,395.0,15,335.75,335.75,7.96,26.74,0.0,362.49,220.09,220.09,142.4,39.28,American Express,Completed,Returned,Next Day,Amazon Logistics,5,5,True,Tablet,Edge,iOS,Direct,,SAVE15,True,East Coast DC,False,,3.0,False,,544,13,1,114,Q4,2023,Monday,False,23
TXN-1000203,2023-03-31,21:13:22,C266813,Charles Turner,charlesturner77@outlook.com,18-24,Female,VIP,23,MI,Michigan,San Francisco,36439,SKU42010,Tumi Alpha Backpack,Fashion,Tumi,4.4,1958,1,495.0,10,445.5,445.5,9.23,41.1,0.0,486.6,318.92,318.92,167.68,34.46,Mastercard,Completed,Delivered,Standard Shipping,USPS,4,5,True,Mobile,Edge,Windows,Referral,Summer Sale 2024,SAVE10,True,Southern DC,False,,2.0,True,,351,14,3,124,Q1,2023,Friday,False,10
TXN-1000204,2023-06-17,08:33:15,C791719,Stephanie Rogers,stephanierogers63@protonmail.com,35-44,Female,Returning,13,OH,Ohio,Las Vegas,85834,SKU18862,Microsoft Surface Pro 9,Electronics,Microsoft,4.2,2300,3,999.0,0,999.0,2997.0,5.59,167.44,0.0,3164.44,635.23,1905.69,1258.75,39.78,Klarna,Completed,Delivered,Standard Shipping,FedEx,7,8,True,Mobile,Mobile App,Android,Referral,Back to School,,False,Central DC,False,,3.0,True,2.0,1150,20,0,104,Q2,2023,Saturday,True,8
TXN-1000205,2023-04-27,21:10:05,C987816,Mark Rivera,markrivera15@protonmail.com,55-64,Female,VIP,8,LA,Louisiana,Nashville,23259,SKU40825,Apple Mac Mini M2,Computers,Apple,4.8,1801,3,599.0,0,599.0,1797.0,8.09,145.29,0.0,1942.29,406.39,1219.17,723.12,37.23,Visa,Completed,Cancelled,Free Shipping,UPS,3,7,True,Tablet,Firefox,iOS,Social Media,,,False,East Coast DC,False,,4.0,False,,351,15,1,127,Q2,2023,Thursday,False,16
TXN-1000206,2023-02-23,06:18:17,C784639,Ashley Sanchez,ashleys40@icloud.com,45-54,Male,New,48,VA,Virginia,San Francisco,38735,SKU72687,Theragun Pro,Sports & Outdoors,Theragun,3.6,3183,1,599.0,0,599.0,599.0,9.69,58.04,0.0,657.04,373.86,373.86,283.18,43.1,American Express,Pending,Delivered,Free Shipping,USPS,5,9,True,Desktop,Mobile App,Windows,Email,Free Shipping Weekend,,False,Central DC,False,Defective,5.0,False,1.0,854,18,1,154,Q1,2023,Thursday,False,15
TXN-1000207,2023-06-29,17:39:05,C156859,Gary Rodriguez,gary_rodriguez43@yahoo.com,65+,Other,VIP,30,MA,Massachusetts,Portland,89065,SKU25743,Coach Leather Tote,Fashion,Coach,4.8,401,2,395.0,0,395.0,790.0,8.08,63.81,0.0,853.81,245.1,490.2,363.61,42.59,Klarna,Completed,Returned,Standard Shipping,UPS,3,9,True,Mobile,Mobile App,iOS,Organic Search,,,False,Southern DC,False,,2.0,True,4.0,224,19,1,151,Q2,2023,Thursday,False,16
TXN-1000208,2023-10-14,19:17:36,C227534,Joshua Moore,joshuam26@gmail.com,18-24,Other,Returning,41,NC,North Carolina,Portland,30741,SKU70429,Dyson V15 Detect Vacuum,Home & Kitchen,Dyson,3.8,845,3,749.99,0,749.99,2249.97,5.78,130.09,0.0,2380.06,375.07,1125.21,1254.85,52.72,Klarna,Pending,Processing,Free Shipping,FedEx,4,7,True,Desktop,Safari,Windows,Email,,,False,Southern DC,False,,1.0,False,,1046,13,1,166,Q4,2023,Saturday,True,22
TXN-1000209,2023-01-26,08:06:44,C728111,Dorothy Jackson,dorothyjackson82@hotmail.com,65+,Other,VIP,50,WA,Washington,Columbus,83576,SKU38248,Levi's 501 Original Jeans,Fashion,Levi's,4.6,619,2,69.5,5,66.02,132.04,6.79,8.97,0.0,141.01,37.17,74.34,66.67,47.28,American Express,Pending,Processing,Next Day,UPS,2,9,True,Desktop,Safari,iOS,Referral,,SAVE5,False,Southern DC,False,,3.0,False,,931,12,1,28,Q1,2023,Thursday,False,18
TXN-1000210,2023-12-18,10:26:50,C264508,Sarah Gray,sarah_gray10@hotmail.com,45-54,Female,VIP,25,LA,Louisiana,Charlotte,53936,SKU25074,Le Creuset Dutch Oven,Home & Kitchen,Le,4.9,4311,2,419.95,15,356.96,713.92,7.38,52.7,0.0,766.62,254.44,508.88,257.74,33.62,Apple Pay,Completed,Delivered,Next Day,UPS,6,4,True,Tablet,Chrome,Windows,Email,,SAVE15,False,West Coast DC,False,,3.0,False,,406,14,3,74,Q4,2023,Monday,False,16
TXN-1000211,2023-07-06,07:19:35,C979328,Jessica Allen,jallen93@gmail.com,65+,Other,VIP,7,CO,Colorado,San Francisco,67752,SKU49480,NordicTrack Commercial 1750,Sports & Outdoors,NordicTrack,3.5,402,2,1799.0,20,1439.2,2878.4,7.51,216.17,0.0,3094.57,1073.81,2147.62,946.95,30.6,Apple Pay,Completed,Delivered,Express Shipping,FedEx,4,3,True,Tablet,Edge,iOS,Direct,,SAVE20,False,East Coast DC,True,,1.0,False,,796,13,1,50,Q3,2023,Thursday,False,7
TXN-1000212,2023-02-10,22:42:19,C275738,Jessica Brooks,jessicabrooks36@hotmail.com,65+,Male,VIP,48,LA,Louisiana,Denver,58669,SKU71066,Ninja Foodi 14-in-1,Home & Kitchen,Ninja,4.0,4058,2,229.99,0,229.99,459.98,6.75,31.06,0.0,491.04,159.14,318.28,172.76,35.18,Klarna,Completed,Delivered,Express Shipping,UPS,7,6,True,Desktop,Mobile App,iOS,Organic Search,,,True,West Coast DC,False,Wrong Size,,False,10.0,1021,14,3,134,Q1,2023,Friday,False,20
TXN-1000213,2023-08-30,11:25:19,C781896,Emily Turner,emily_turner39@protonmail.com,35-44,Other,VIP,6,LA,Louisiana,Nashville,36866,SKU99604,ASUS ROG Zephyrus G14,Computers,ASUS,4.3,2852,1,1599.0,0,1599.0,1599.0,6.55,104.75,0.0,1703.75,850.28,850.28,853.47,50.09,Google Pay,Completed,Returned,Standard Shipping,USPS,7,9,True,Tablet,Safari,Windows,Social Media,Customer Appreciation Day,,False,East Coast DC,False,,1.0,False,,285,4,3,47,Q3,2023,Wednesday,False,22
TXN-1000214,2023-02-25,10:09:55,C712271,Linda Peterson,lindap76@icloud.com,25-34,Female,VIP,11,MD,Maryland,Atlanta,24872,SKU47617,Le Creuset Dutch Oven,Home & Kitchen,Le,3.9,1496,2,419.95,0,419.95,839.9,9.11,76.5,0.0,916.4,274.61,549.22,367.18,40.07,Google Pay,Completed,Delivered,Free Shipping,FedEx,2,2,True,Mobile,Edge,Windows,Direct,First Purchase Discount,,False,Southern DC,False,,1.0,False,,506,13,0,72,Q1,2023,Saturday,True,11
